id,type,amount,touristId,zone,timestamp
6130795738832800,ENCLOSURE_ENTRY,75.00,29,VIP Enclosure,2026-05-27T13:57:06.1850596
6130795740491200,SOUVENIR,15.00,30,CentralHub,2026-05-27T13:57:06.1862698
6130795741754800,ENCLOSURE_ENTRY,30.00,30,Premium Enclosure,2026-05-27T13:57:06.1862698
6130795746882300,ENCLOSURE_ENTRY,30.00,1,Premium Enclosure,2026-05-27T13:57:06.1862698
6130795747330700,ENCLOSURE_ENTRY,30.00,2,Premium Enclosure,2026-05-27T13:57:06.1862698
6130795747685900,ENCLOSURE_ENTRY,75.00,3,VIP Enclosure,2026-05-27T13:57:06.1862698
6130795748261400,SOUVENIR,15.00,4,CentralHub,2026-05-27T13:57:06.1862698
6130795749060300,ENCLOSURE_ENTRY,75.00,4,VIP Enclosure,2026-05-27T13:57:06.1862698
6130795749378000,ENCLOSURE_ENTRY,10.00,5,Basic Enclosure,2026-05-27T13:57:06.1862698
6130795749684900,SOUVENIR,15.00,6,CentralHub,2026-05-27T13:57:06.1862698
6130795749973400,ENCLOSURE_ENTRY,30.00,6,Premium Enclosure,2026-05-27T13:57:06.1862698
6130795750237000,SOUVENIR,15.00,7,CentralHub,2026-05-27T13:57:06.1862698
6130795750504500,ENCLOSURE_ENTRY,10.00,7,Basic Enclosure,2026-05-27T13:57:06.1862698
6130795750762900,ENCLOSURE_ENTRY,10.00,8,Basic Enclosure,2026-05-27T13:57:06.1862698
6130795751045600,SOUVENIR,15.00,9,CentralHub,2026-05-27T13:57:06.1862698
6130795751336700,ENCLOSURE_ENTRY,30.00,9,Premium Enclosure,2026-05-27T13:57:06.1862698
6130795751562500,ENCLOSURE_ENTRY,10.00,10,Basic Enclosure,2026-05-27T13:57:06.1862698
6130795751826500,ENCLOSURE_ENTRY,75.00,11,VIP Enclosure,2026-05-27T13:57:06.1862698
6130795752075100,ENCLOSURE_ENTRY,30.00,12,Premium Enclosure,2026-05-27T13:57:06.1862698
6130795752372300,SOUVENIR,15.00,13,CentralHub,2026-05-27T13:57:06.1862698
6130795752629200,ENCLOSURE_ENTRY,75.00,13,VIP Enclosure,2026-05-27T13:57:06.1862698
6130795752837500,SOUVENIR,15.00,14,CentralHub,2026-05-27T13:57:06.1862698
6130795753041300,ENCLOSURE_ENTRY,10.00,14,Basic Enclosure,2026-05-27T13:57:06.1862698
6130795753241800,ENCLOSURE_ENTRY,75.00,15,VIP Enclosure,2026-05-27T13:57:06.1862698
6130795753434900,ENCLOSURE_ENTRY,30.00,16,Premium Enclosure,2026-05-27T13:57:06.1862698
6130795753891100,SOUVENIR,15.00,17,CentralHub,2026-05-27T13:57:06.2007114
6130795756137400,ENCLOSURE_ENTRY,30.00,17,Premium Enclosure,2026-05-27T13:57:06.2027077
6130795756846400,SOUVENIR,15.00,18,CentralHub,2026-05-27T13:57:06.2037096
6130795757189500,ENCLOSURE_ENTRY,30.00,18,Premium Enclosure,2026-05-27T13:57:06.2037096
6130795757587600,SOUVENIR,15.00,19,CentralHub,2026-05-27T13:57:06.2037096
6130795757936400,ENCLOSURE_ENTRY,10.00,19,Basic Enclosure,2026-05-27T13:57:06.2047092
6130795758336600,ENCLOSURE_ENTRY,30.00,20,Premium Enclosure,2026-05-27T13:57:06.2047092
6130795758641100,SOUVENIR,15.00,21,CentralHub,2026-05-27T13:57:06.2047092
6130795759029700,ENCLOSURE_ENTRY,75.00,21,VIP Enclosure,2026-05-27T13:57:06.2057072
6130795759346300,SOUVENIR,15.00,22,CentralHub,2026-05-27T13:57:06.2057072
6130795759708500,ENCLOSURE_ENTRY,75.00,22,VIP Enclosure,2026-05-27T13:57:06.2057072
6130795760029500,ENCLOSURE_ENTRY,75.00,23,VIP Enclosure,2026-05-27T13:57:06.2067119
6130795760358300,SOUVENIR,15.00,24,CentralHub,2026-05-27T13:57:06.2067119
6130795760651400,ENCLOSURE_ENTRY,75.00,24,VIP Enclosure,2026-05-27T13:57:06.2067119
6130795761054600,ENCLOSURE_ENTRY,75.00,25,VIP Enclosure,2026-05-27T13:57:06.2077069
6130795761353200,ENCLOSURE_ENTRY,30.00,26,Premium Enclosure,2026-05-27T13:57:06.2077069
6130795761708800,ENCLOSURE_ENTRY,30.00,27,Premium Enclosure,2026-05-27T13:57:06.2077069
6130795762197000,SOUVENIR,15.00,28,CentralHub,2026-05-27T13:57:06.2087079
6130795763658100,ENCLOSURE_ENTRY,75.00,28,VIP Enclosure,2026-05-27T13:57:06.2098076
6130795764335900,ENCLOSURE_ENTRY,75.00,29,VIP Enclosure,2026-05-27T13:57:06.2098076
6130795764806500,ENCLOSURE_ENTRY,75.00,30,VIP Enclosure,2026-05-27T13:57:06.2098076
6130795768468800,ENCLOSURE_ENTRY,30.00,1,Premium Enclosure,2026-05-27T13:57:06.2098076
6130795768860700,SOUVENIR,15.00,2,CentralHub,2026-05-27T13:57:06.2098076
6130795769162600,ENCLOSURE_ENTRY,30.00,2,Premium Enclosure,2026-05-27T13:57:06.2098076
6130795769451800,SOUVENIR,15.00,3,CentralHub,2026-05-27T13:57:06.2098076
6130795769694700,ENCLOSURE_ENTRY,10.00,3,Basic Enclosure,2026-05-27T13:57:06.2098076
6130795769924900,ENCLOSURE_ENTRY,10.00,4,Basic Enclosure,2026-05-27T13:57:06.2098076
6130795770322700,ENCLOSURE_ENTRY,75.00,5,VIP Enclosure,2026-05-27T13:57:06.2098076
6130795770797200,ENCLOSURE_ENTRY,75.00,6,VIP Enclosure,2026-05-27T13:57:06.2175739
6130795771110100,SOUVENIR,15.00,7,CentralHub,2026-05-27T13:57:06.2175739
6130795771376000,ENCLOSURE_ENTRY,30.00,7,Premium Enclosure,2026-05-27T13:57:06.2175739
6130795771634900,ENCLOSURE_ENTRY,75.00,8,VIP Enclosure,2026-05-27T13:57:06.2185718
6130795771976000,ENCLOSURE_ENTRY,10.00,9,Basic Enclosure,2026-05-27T13:57:06.2185718
6130795773098300,SOUVENIR,15.00,10,CentralHub,2026-05-27T13:57:06.2195959
6130795773360900,SPA,20.00,10,Bathroom,2026-05-27T13:57:06.2195959
6130795773684200,ENCLOSURE_ENTRY,75.00,10,VIP Enclosure,2026-05-27T13:57:06.2205707
6130795774078800,ENCLOSURE_ENTRY,30.00,11,Premium Enclosure,2026-05-27T13:57:06.2205707
6130795774351100,ENCLOSURE_ENTRY,30.00,12,Premium Enclosure,2026-05-27T13:57:06.2205707
6130795774606600,SOUVENIR,15.00,13,CentralHub,2026-05-27T13:57:06.2215713
6130795774855000,ENCLOSURE_ENTRY,75.00,13,VIP Enclosure,2026-05-27T13:57:06.2215713
6130795775099700,ENCLOSURE_ENTRY,10.00,14,Basic Enclosure,2026-05-27T13:57:06.2215713
6130795775348900,ENCLOSURE_ENTRY,75.00,15,VIP Enclosure,2026-05-27T13:57:06.2215713
6130795775578700,ENCLOSURE_ENTRY,30.00,16,Premium Enclosure,2026-05-27T13:57:06.2215713
6130795775805400,SOUVENIR,15.00,17,CentralHub,2026-05-27T13:57:06.222569
6130795776024000,ENCLOSURE_ENTRY,10.00,17,Basic Enclosure,2026-05-27T13:57:06.222569
6130795776250300,ENCLOSURE_ENTRY,10.00,18,Basic Enclosure,2026-05-27T13:57:06.222569
6130795776482100,ENCLOSURE_ENTRY,10.00,19,Basic Enclosure,2026-05-27T13:57:06.222569
6130795776719300,SOUVENIR,15.00,20,CentralHub,2026-05-27T13:57:06.2235699
6130795776960600,ENCLOSURE_ENTRY,75.00,20,VIP Enclosure,2026-05-27T13:57:06.2235699
6130795777280000,ENCLOSURE_ENTRY,75.00,21,VIP Enclosure,2026-05-27T13:57:06.2235699
6130795777837400,ENCLOSURE_ENTRY,75.00,22,VIP Enclosure,2026-05-27T13:57:06.2246292
6130795778772000,ENCLOSURE_ENTRY,75.00,23,VIP Enclosure,2026-05-27T13:57:06.2246292
6130795779395700,SOUVENIR,15.00,24,CentralHub,2026-05-27T13:57:06.2246292
6130795779782000,ENCLOSURE_ENTRY,30.00,24,Premium Enclosure,2026-05-27T13:57:06.2246292
6130795780079600,SOUVENIR,15.00,25,CentralHub,2026-05-27T13:57:06.2246292
6130795780304800,ENCLOSURE_ENTRY,75.00,25,VIP Enclosure,2026-05-27T13:57:06.2246292
6130795780510000,SOUVENIR,15.00,26,CentralHub,2026-05-27T13:57:06.2246292
6130795780709900,ENCLOSURE_ENTRY,10.00,26,Basic Enclosure,2026-05-27T13:57:06.2246292
6130795780930200,ENCLOSURE_ENTRY,10.00,27,Basic Enclosure,2026-05-27T13:57:06.2246292
6130795781144000,SOUVENIR,15.00,28,CentralHub,2026-05-27T13:57:06.2246292
6130795781354200,ENCLOSURE_ENTRY,30.00,28,Premium Enclosure,2026-05-27T13:57:06.2246292
6130795781540700,ENCLOSURE_ENTRY,30.00,29,Premium Enclosure,2026-05-27T13:57:06.2246292
6130795781761500,SOUVENIR,15.00,30,CentralHub,2026-05-27T13:57:06.2246292
6130795782022900,ENCLOSURE_ENTRY,10.00,30,Basic Enclosure,2026-05-27T13:57:06.2246292
6130795784911000,SOUVENIR,15.00,1,CentralHub,2026-05-27T13:57:06.2246292
6130795785235500,ENCLOSURE_ENTRY,30.00,1,Premium Enclosure,2026-05-27T13:57:06.2246292
6130795785469200,ENCLOSURE_ENTRY,75.00,2,VIP Enclosure,2026-05-27T13:57:06.2246292
6130795785666900,ENCLOSURE_ENTRY,10.00,3,Basic Enclosure,2026-05-27T13:57:06.2246292
6130795785856100,ENCLOSURE_ENTRY,30.00,4,Premium Enclosure,2026-05-27T13:57:06.2246292
6130795786044800,SOUVENIR,15.00,5,CentralHub,2026-05-27T13:57:06.2246292
6130795786226700,ENCLOSURE_ENTRY,10.00,5,Basic Enclosure,2026-05-27T13:57:06.2246292
6130795786435000,SOUVENIR,15.00,6,CentralHub,2026-05-27T13:57:06.2246292
6130795786620900,ENCLOSURE_ENTRY,75.00,6,VIP Enclosure,2026-05-27T13:57:06.2246292
6130795787910000,SOUVENIR,15.00,7,CentralHub,2026-05-27T13:57:06.2342524
6130795788631900,ENCLOSURE_ENTRY,75.00,7,VIP Enclosure,2026-05-27T13:57:06.235227
6130795789086500,ENCLOSURE_ENTRY,30.00,8,Premium Enclosure,2026-05-27T13:57:06.235227
6130795789439700,SOUVENIR,15.00,9,CentralHub,2026-05-27T13:57:06.2362273
6130795789761000,ENCLOSURE_ENTRY,10.00,9,Basic Enclosure,2026-05-27T13:57:06.2362273
6130795790060100,ENCLOSURE_ENTRY,10.00,10,Basic Enclosure,2026-05-27T13:57:06.2362273
6130795790306800,SOUVENIR,15.00,11,CentralHub,2026-05-27T13:57:06.2372247
6130795790530100,ENCLOSURE_ENTRY,10.00,11,Basic Enclosure,2026-05-27T13:57:06.2372247
6130795790746700,ENCLOSURE_ENTRY,30.00,12,Premium Enclosure,2026-05-27T13:57:06.2372247
6130795790969700,SOUVENIR,15.00,13,CentralHub,2026-05-27T13:57:06.2372247
6130795791262600,ENCLOSURE_ENTRY,10.00,13,Basic Enclosure,2026-05-27T13:57:06.2382267
6130795791523000,ENCLOSURE_ENTRY,75.00,14,VIP Enclosure,2026-05-27T13:57:06.2382267
6130795791824700,SOUVENIR,15.00,15,CentralHub,2026-05-27T13:57:06.2382267
6130795792071800,ENCLOSURE_ENTRY,75.00,15,VIP Enclosure,2026-05-27T13:57:06.2382267
6130795792315000,ENCLOSURE_ENTRY,10.00,16,Basic Enclosure,2026-05-27T13:57:06.2392237
6130795792548500,ENCLOSURE_ENTRY,10.00,17,Basic Enclosure,2026-05-27T13:57:06.2392237
6130795792777000,ENCLOSURE_ENTRY,10.00,18,Basic Enclosure,2026-05-27T13:57:06.2392237
6130795793003300,SOUVENIR,15.00,19,CentralHub,2026-05-27T13:57:06.2392237
6130795793230000,ENCLOSURE_ENTRY,75.00,19,VIP Enclosure,2026-05-27T13:57:06.2392237
6130795793939200,SOUVENIR,15.00,20,CentralHub,2026-05-27T13:57:06.2402243
6130795794227800,ENCLOSURE_ENTRY,10.00,20,Basic Enclosure,2026-05-27T13:57:06.2412261
6130795794562200,ENCLOSURE_ENTRY,10.00,21,Basic Enclosure,2026-05-27T13:57:06.2412261
6130795794851400,ENCLOSURE_ENTRY,75.00,22,VIP Enclosure,2026-05-27T13:57:06.2412261
6130795795202400,ENCLOSURE_ENTRY,30.00,23,Premium Enclosure,2026-05-27T13:57:06.2412261
6130795796356000,ENCLOSURE_ENTRY,30.00,24,Premium Enclosure,2026-05-27T13:57:06.2428673
6130795797042300,SOUVENIR,15.00,25,CentralHub,2026-05-27T13:57:06.2428673
6130795797554100,ENCLOSURE_ENTRY,75.00,25,VIP Enclosure,2026-05-27T13:57:06.2428673
6130795797820400,ENCLOSURE_ENTRY,75.00,26,VIP Enclosure,2026-05-27T13:57:06.2428673
6130795798060300,ENCLOSURE_ENTRY,75.00,27,VIP Enclosure,2026-05-27T13:57:06.2428673
6130795798253200,SOUVENIR,15.00,28,CentralHub,2026-05-27T13:57:06.2428673
6130795798472900,ENCLOSURE_ENTRY,75.00,28,VIP Enclosure,2026-05-27T13:57:06.2428673
6130795798665000,ENCLOSURE_ENTRY,10.00,29,Basic Enclosure,2026-05-27T13:57:06.2428673
6130795798875500,ENCLOSURE_ENTRY,30.00,30,Premium Enclosure,2026-05-27T13:57:06.2428673
6130795801824300,ENCLOSURE_ENTRY,75.00,1,VIP Enclosure,2026-05-27T13:57:06.2428673
6130795802122900,ENCLOSURE_ENTRY,30.00,2,Premium Enclosure,2026-05-27T13:57:06.2428673
6130795802376800,ENCLOSURE_ENTRY,75.00,3,VIP Enclosure,2026-05-27T13:57:06.2428673
6130795802571600,ENCLOSURE_ENTRY,10.00,4,Basic Enclosure,2026-05-27T13:57:06.2428673
6130795802764600,ENCLOSURE_ENTRY,30.00,5,Premium Enclosure,2026-05-27T13:57:06.2428673
6130795802951000,ENCLOSURE_ENTRY,30.00,6,Premium Enclosure,2026-05-27T13:57:06.2428673
6130795803143600,SOUVENIR,15.00,7,CentralHub,2026-05-27T13:57:06.2428673
6130795803387600,ENCLOSURE_ENTRY,10.00,7,Basic Enclosure,2026-05-27T13:57:06.2428673
6130795803897600,ENCLOSURE_ENTRY,75.00,8,VIP Enclosure,2026-05-27T13:57:06.2507008
6130795804237700,SOUVENIR,15.00,9,CentralHub,2026-05-27T13:57:06.2507008
6130795805113900,ENCLOSURE_ENTRY,30.00,9,Premium Enclosure,2026-05-27T13:57:06.2517306
6130795806290700,ENCLOSURE_ENTRY,10.00,10,Basic Enclosure,2026-05-27T13:57:06.2527248
6130795806738000,ENCLOSURE_ENTRY,75.00,11,VIP Enclosure,2026-05-27T13:57:06.2537009
6130795807104000,ENCLOSURE_ENTRY,75.00,12,VIP Enclosure,2026-05-27T13:57:06.2537009
6130795807359500,SOUVENIR,15.00,13,CentralHub,2026-05-27T13:57:06.2537009
6130795807597800,ENCLOSURE_ENTRY,75.00,13,VIP Enclosure,2026-05-27T13:57:06.2537009
6130795807842800,SOUVENIR,15.00,14,CentralHub,2026-05-27T13:57:06.2547003
6130795808140700,ENCLOSURE_ENTRY,30.00,14,Premium Enclosure,2026-05-27T13:57:06.2547003
6130795808418800,ENCLOSURE_ENTRY,75.00,15,VIP Enclosure,2026-05-27T13:57:06.2547003
6130795808680800,ENCLOSURE_ENTRY,75.00,16,VIP Enclosure,2026-05-27T13:57:06.2547003
6130795808937600,ENCLOSURE_ENTRY,10.00,17,Basic Enclosure,2026-05-27T13:57:06.2557
6130795809184000,SOUVENIR,15.00,18,CentralHub,2026-05-27T13:57:06.2557
6130795809433200,ENCLOSURE_ENTRY,30.00,18,Premium Enclosure,2026-05-27T13:57:06.2557
6130795809666500,SOUVENIR,15.00,19,CentralHub,2026-05-27T13:57:06.2557
6130795809901400,ENCLOSURE_ENTRY,75.00,19,VIP Enclosure,2026-05-27T13:57:06.2566993
6130795810133200,ENCLOSURE_ENTRY,10.00,20,Basic Enclosure,2026-05-27T13:57:06.2566993
6130795810362100,SOUVENIR,15.00,21,CentralHub,2026-05-27T13:57:06.2566993
6130795810593900,ENCLOSURE_ENTRY,75.00,21,VIP Enclosure,2026-05-27T13:57:06.2566993
6130795810831600,ENCLOSURE_ENTRY,75.00,22,VIP Enclosure,2026-05-27T13:57:06.2576982
6130795811126000,SOUVENIR,15.00,23,CentralHub,2026-05-27T13:57:06.2576982
6130795811365600,ENCLOSURE_ENTRY,30.00,23,Premium Enclosure,2026-05-27T13:57:06.2576982
6130795811595300,SOUVENIR,15.00,24,CentralHub,2026-05-27T13:57:06.2576982
6130795811901000,ENCLOSURE_ENTRY,10.00,24,Basic Enclosure,2026-05-27T13:57:06.2586995
6130795812230400,ENCLOSURE_ENTRY,10.00,25,Basic Enclosure,2026-05-27T13:57:06.2586995
6130795812555400,SOUVENIR,15.00,26,CentralHub,2026-05-27T13:57:06.2586995
6130795812903700,ENCLOSURE_ENTRY,10.00,26,Basic Enclosure,2026-05-27T13:57:06.2597031
6130795813330500,ENCLOSURE_ENTRY,10.00,27,Basic Enclosure,2026-05-27T13:57:06.2597031
6130795813890200,ENCLOSURE_ENTRY,75.00,28,VIP Enclosure,2026-05-27T13:57:06.2605435
6130795814354100,ENCLOSURE_ENTRY,75.00,29,VIP Enclosure,2026-05-27T13:57:06.2605435
6130795814749800,ENCLOSURE_ENTRY,10.00,30,Basic Enclosure,2026-05-27T13:57:06.2605435
6130795818218400,SPA,20.00,1,Bathroom,2026-05-27T13:57:06.2605435
6130795818520900,ENCLOSURE_ENTRY,75.00,1,VIP Enclosure,2026-05-27T13:57:06.2605435
6130795818745700,ENCLOSURE_ENTRY,75.00,2,VIP Enclosure,2026-05-27T13:57:06.2605435
6130795818933600,ENCLOSURE_ENTRY,75.00,3,VIP Enclosure,2026-05-27T13:57:06.2605435
6130795819129400,ENCLOSURE_ENTRY,10.00,4,Basic Enclosure,2026-05-27T13:57:06.2605435
6130795819310900,SOUVENIR,15.00,5,CentralHub,2026-05-27T13:57:06.2605435
6130795819492700,ENCLOSURE_ENTRY,30.00,5,Premium Enclosure,2026-05-27T13:57:06.2605435
6130795819735900,SOUVENIR,15.00,6,CentralHub,2026-05-27T13:57:06.2605435
6130795819964500,SPA,20.00,6,Bathroom,2026-05-27T13:57:06.2605435
6130795820329900,ENCLOSURE_ENTRY,10.00,6,Basic Enclosure,2026-05-27T13:57:06.2605435
6130795820700100,SOUVENIR,15.00,7,CentralHub,2026-05-27T13:57:06.2673707
6130795821259200,ENCLOSURE_ENTRY,75.00,7,VIP Enclosure,2026-05-27T13:57:06.2673707
6130795822058700,SOUVENIR,15.00,8,CentralHub,2026-05-27T13:57:06.2683905
6130795822437100,SPA,20.00,8,Bathroom,2026-05-27T13:57:06.2693655
6130795822675900,ENCLOSURE_ENTRY,10.00,8,Basic Enclosure,2026-05-27T13:57:06.2693655
6130795823878200,SOUVENIR,15.00,9,CentralHub,2026-05-27T13:57:06.2703893
6130795824270500,ENCLOSURE_ENTRY,30.00,9,Premium Enclosure,2026-05-27T13:57:06.2703893
6130795824716000,SOUVENIR,15.00,10,CentralHub,2026-05-27T13:57:06.2713676
6130795825034200,ENCLOSURE_ENTRY,30.00,10,Premium Enclosure,2026-05-27T13:57:06.2713676
6130795825300800,ENCLOSURE_ENTRY,75.00,11,VIP Enclosure,2026-05-27T13:57:06.2713676
6130795825559500,SOUVENIR,15.00,12,CentralHub,2026-05-27T13:57:06.2723681
6130795825807700,ENCLOSURE_ENTRY,75.00,12,VIP Enclosure,2026-05-27T13:57:06.2723681
6130795826049800,ENCLOSURE_ENTRY,75.00,13,VIP Enclosure,2026-05-27T13:57:06.2723681
6130795826285300,ENCLOSURE_ENTRY,75.00,14,VIP Enclosure,2026-05-27T13:57:06.2723681
6130795826521700,SOUVENIR,15.00,15,CentralHub,2026-05-27T13:57:06.2733656
6130795826745400,ENCLOSURE_ENTRY,10.00,15,Basic Enclosure,2026-05-27T13:57:06.2733656
6130795826969600,SOUVENIR,15.00,16,CentralHub,2026-05-27T13:57:06.2733656
6130795827192200,ENCLOSURE_ENTRY,75.00,16,VIP Enclosure,2026-05-27T13:57:06.2733656
6130795827426700,ENCLOSURE_ENTRY,30.00,17,Premium Enclosure,2026-05-27T13:57:06.2743661
6130795827667700,ENCLOSURE_ENTRY,10.00,18,Basic Enclosure,2026-05-27T13:57:06.2743661
6130795827948500,ENCLOSURE_ENTRY,75.00,19,VIP Enclosure,2026-05-27T13:57:06.2743661
6130795828279200,ENCLOSURE_ENTRY,30.00,20,Premium Enclosure,2026-05-27T13:57:06.2743661
6130795828881000,ENCLOSURE_ENTRY,30.00,21,Premium Enclosure,2026-05-27T13:57:06.2756705
6130795830550600,ENCLOSURE_ENTRY,30.00,22,Premium Enclosure,2026-05-27T13:57:06.2756705
6130795830881400,ENCLOSURE_ENTRY,30.00,23,Premium Enclosure,2026-05-27T13:57:06.2756705
6130795831162700,SOUVENIR,15.00,24,CentralHub,2026-05-27T13:57:06.2756705
6130795831367800,ENCLOSURE_ENTRY,30.00,24,Premium Enclosure,2026-05-27T13:57:06.2756705
6130795831584400,SOUVENIR,15.00,25,CentralHub,2026-05-27T13:57:06.2756705
6130795831785400,ENCLOSURE_ENTRY,75.00,25,VIP Enclosure,2026-05-27T13:57:06.2756705
6130795832043100,SOUVENIR,15.00,26,CentralHub,2026-05-27T13:57:06.2756705
6130795832241600,ENCLOSURE_ENTRY,75.00,26,VIP Enclosure,2026-05-27T13:57:06.2756705
6130795832456600,SOUVENIR,15.00,27,CentralHub,2026-05-27T13:57:06.2756705
6130795832643800,ENCLOSURE_ENTRY,75.00,27,VIP Enclosure,2026-05-27T13:57:06.2756705
6130795832837900,SOUVENIR,15.00,28,CentralHub,2026-05-27T13:57:06.2756705
6130795833077900,ENCLOSURE_ENTRY,75.00,28,VIP Enclosure,2026-05-27T13:57:06.2756705
6130795833280700,ENCLOSURE_ENTRY,10.00,29,Basic Enclosure,2026-05-27T13:57:06.2756705
6130795833467800,ENCLOSURE_ENTRY,30.00,30,Premium Enclosure,2026-05-27T13:57:06.2756705
6130795836459100,ENCLOSURE_ENTRY,10.00,1,Basic Enclosure,2026-05-27T13:57:06.2756705
6130795836743800,ENCLOSURE_ENTRY,30.00,2,Premium Enclosure,2026-05-27T13:57:06.2756705
6130795837209500,ENCLOSURE_ENTRY,30.00,3,Premium Enclosure,2026-05-27T13:57:06.2840268
6130795838049300,ENCLOSURE_ENTRY,30.00,4,Premium Enclosure,2026-05-27T13:57:06.285035
6130795839286100,ENCLOSURE_ENTRY,30.00,5,Premium Enclosure,2026-05-27T13:57:06.2860263
6130795839719700,ENCLOSURE_ENTRY,10.00,6,Basic Enclosure,2026-05-27T13:57:06.2860263
6130795840147100,SOUVENIR,15.00,7,CentralHub,2026-05-27T13:57:06.2870261
6130795840456300,ENCLOSURE_ENTRY,75.00,7,VIP Enclosure,2026-05-27T13:57:06.2870261
6130795840682700,ENCLOSURE_ENTRY,75.00,8,VIP Enclosure,2026-05-27T13:57:06.2870261
6130795840906700,SOUVENIR,15.00,9,CentralHub,2026-05-27T13:57:06.2870261
6130795841181600,ENCLOSURE_ENTRY,75.00,9,VIP Enclosure,2026-05-27T13:57:06.2880231
6130795841436700,ENCLOSURE_ENTRY,30.00,10,Premium Enclosure,2026-05-27T13:57:06.2880231
6130795841704500,ENCLOSURE_ENTRY,30.00,11,Premium Enclosure,2026-05-27T13:57:06.2880231
6130795841928400,SOUVENIR,15.00,12,CentralHub,2026-05-27T13:57:06.2880231
6130795842167800,ENCLOSURE_ENTRY,75.00,12,VIP Enclosure,2026-05-27T13:57:06.289025
6130795842388300,ENCLOSURE_ENTRY,75.00,13,VIP Enclosure,2026-05-27T13:57:06.289025
6130795842597500,ENCLOSURE_ENTRY,10.00,14,Basic Enclosure,2026-05-27T13:57:06.289025
6130795842805400,SOUVENIR,15.00,15,CentralHub,2026-05-27T13:57:06.289025
6130795843011800,ENCLOSURE_ENTRY,75.00,15,VIP Enclosure,2026-05-27T13:57:06.289025
6130795843221500,ENCLOSURE_ENTRY,30.00,16,Premium Enclosure,2026-05-27T13:57:06.2900231
6130795843426400,ENCLOSURE_ENTRY,30.00,17,Premium Enclosure,2026-05-27T13:57:06.2900231
6130795843632400,SOUVENIR,15.00,18,CentralHub,2026-05-27T13:57:06.2900231
6130795843843500,ENCLOSURE_ENTRY,75.00,18,VIP Enclosure,2026-05-27T13:57:06.2900231
6130795844058300,SOUVENIR,15.00,19,CentralHub,2026-05-27T13:57:06.2910241
6130795844382100,ENCLOSURE_ENTRY,30.00,19,Premium Enclosure,2026-05-27T13:57:06.2910241
6130795845005000,SOUVENIR,15.00,20,CentralHub,2026-05-27T13:57:06.2910241
6130795845630800,ENCLOSURE_ENTRY,75.00,20,VIP Enclosure,2026-05-27T13:57:06.2921612
6130795846218300,ENCLOSURE_ENTRY,30.00,21,Premium Enclosure,2026-05-27T13:57:06.2921612
6130795847050800,SOUVENIR,15.00,22,CentralHub,2026-05-27T13:57:06.2921612
6130795847499800,ENCLOSURE_ENTRY,30.00,22,Premium Enclosure,2026-05-27T13:57:06.2921612
6130795847755700,ENCLOSURE_ENTRY,10.00,23,Basic Enclosure,2026-05-27T13:57:06.2921612
6130795847983200,SOUVENIR,15.00,24,CentralHub,2026-05-27T13:57:06.2921612
6130795848229100,ENCLOSURE_ENTRY,30.00,24,Premium Enclosure,2026-05-27T13:57:06.2921612
6130795848479700,ENCLOSURE_ENTRY,30.00,25,Premium Enclosure,2026-05-27T13:57:06.2921612
6130795848718800,ENCLOSURE_ENTRY,10.00,26,Basic Enclosure,2026-05-27T13:57:06.2921612
6130795848972100,ENCLOSURE_ENTRY,10.00,27,Basic Enclosure,2026-05-27T13:57:06.2921612
6130795849226100,SOUVENIR,15.00,28,CentralHub,2026-05-27T13:57:06.2921612
6130795849548700,ENCLOSURE_ENTRY,75.00,28,VIP Enclosure,2026-05-27T13:57:06.2921612
6130795849860100,ENCLOSURE_ENTRY,75.00,29,VIP Enclosure,2026-05-27T13:57:06.2921612
6130795850135800,ENCLOSURE_ENTRY,75.00,30,VIP Enclosure,2026-05-27T13:57:06.2921612
6130795853391300,ENCLOSURE_ENTRY,10.00,1,Basic Enclosure,2026-05-27T13:57:06.2921612
6130795854061400,SOUVENIR,15.00,2,CentralHub,2026-05-27T13:57:06.3007065
6130795855705100,ENCLOSURE_ENTRY,30.00,2,Premium Enclosure,2026-05-27T13:57:06.3017277
6130795856290600,SOUVENIR,15.00,3,CentralHub,2026-05-27T13:57:06.3027055
6130795856664200,ENCLOSURE_ENTRY,10.00,3,Basic Enclosure,2026-05-27T13:57:06.3027055
6130795857133900,SOUVENIR,15.00,4,CentralHub,2026-05-27T13:57:06.3037052
6130795857493000,ENCLOSURE_ENTRY,30.00,4,Premium Enclosure,2026-05-27T13:57:06.3037052
6130795857843700,SOUVENIR,15.00,5,CentralHub,2026-05-27T13:57:06.3047066
6130795858158500,ENCLOSURE_ENTRY,30.00,5,Premium Enclosure,2026-05-27T13:57:06.3047066
6130795858500000,ENCLOSURE_ENTRY,30.00,6,Premium Enclosure,2026-05-27T13:57:06.3047066
6130795858941100,SOUVENIR,15.00,7,CentralHub,2026-05-27T13:57:06.3057063
6130795859255500,ENCLOSURE_ENTRY,30.00,7,Premium Enclosure,2026-05-27T13:57:06.3057063
6130795859548200,SOUVENIR,15.00,8,CentralHub,2026-05-27T13:57:06.3057063
6130795859832800,ENCLOSURE_ENTRY,30.00,8,Premium Enclosure,2026-05-27T13:57:06.3067083
6130795860110600,SOUVENIR,15.00,9,CentralHub,2026-05-27T13:57:06.3067083
6130795860371300,ENCLOSURE_ENTRY,10.00,9,Basic Enclosure,2026-05-27T13:57:06.3067083
6130795860694600,SOUVENIR,15.00,10,CentralHub,2026-05-27T13:57:06.3067083
